tic,date,open,high,low,close,volume

PIAA,"Mar 14, 2022",3.67,3.70,3.55,3.58,"443,500"

PIAA,"Mar 15, 2022",3.57,3.66,3.52,3.60,"749,000"

PIAA,"Mar 16, 2022",3.68,3.74,3.62,3.72,"354,000"

PIAA,"Mar 17, 2022",3.75,3.90,3.75,3.80,"411,500"

PIAA,"Mar 18, 2022",3.80,3.80,3.59,3.62,"415,500"

PIAA,"Mar 21, 2022",3.63,3.78,3.56,3.59,"321,000"

PIAA,"Mar 22, 2022",3.60,3.74,3.56,3.62,"128,500"

PIAA,"Mar 24, 2022",3.75,3.75,3.61,3.71,"37,000"

PIAA,"Mar 25, 2022",3.74,4.13,3.73,3.98,"2,049,500"

PIAA,"Mar 28, 2022",3.95,4.08,3.77,4.04,"626,000"

PIAA,"Mar 29, 2022",4.05,4.06,3.95,4.01,"256,000"

PIAA,"Mar 30, 2022",4.00,4.00,3.85,3.90,"435,000"

PIAA,"Mar 31, 2022",3.86,4.05,3.86,4.00,"454,500"

PIAA,"Apr 1, 2022",4.05,4.07,3.95,3.99,"386,000"

PIAA,"Apr 4, 2022",3.76,3.93,3.76,3.83,"155,000"

PIAA,"Apr 5, 2022",3.95,3.99,3.90,3.91,"168,000"

PIAA,"Apr 6, 2022",3.94,3.95,3.81,3.92,"113,000"

PIAA,"Apr 7, 2022",3.92,3.95,3.81,3.92,"232,000"

PIAA,"Apr 8, 2022",3.91,3.94,3.81,3.93,"217,000"

PIAA,"Apr 11, 2022",3.95,4.26,3.95,4.18,"2,545,000"

PIAA,"Apr 12, 2022",4.18,4.24,3.95,4.19,"1,344,000"

PIAA,"Apr 13, 2022",4.15,4.18,4.00,4.01,"600,000"

PIAA,"Apr 14, 2022",4.05,4.14,3.99,4.09,"508,000"

PIAA,"Apr 15, 2022",4.15,4.20,4.05,4.07,"270,000"

PIAA,"Apr 18, 2022",4.10,4.10,4.00,4.01,"415,500"

PIAA,"Apr 19, 2022",4.02,4.10,3.98,4.00,"415,000"

PIAA,"Apr 20, 2022",3.93,4.02,3.93,3.98,"100,500"

PIAA,"Apr 21, 2022",4.00,4.05,3.90,4.02,"248,500"

PIAA,"Apr 22, 2022",4.00,4.00,3.90,3.97,"116,000"

PIAA,"Apr 25, 2022",4.10,4.11,3.98,4.01,"681,000"

PIAA,"Apr 26, 2022",4.05,4.05,3.95,3.98,"16,000"

PIAA,"Apr 27, 2022",3.92,4.05,3.89,3.91,"104,500"

PIAA,"Apr 28, 2022",3.91,3.94,3.80,3.84,"488,500"

PIAA,"May 6, 2022",3.99,3.99,3.70,3.77,"233,000"

PIAA,"May 9, 2022",3.76,3.80,3.62,3.71,"299,000"

PIAA,"May 10, 2022",3.75,3.75,3.60,3.71,"456,000"

PIAA,"May 11, 2022",3.74,3.75,3.40,3.47,"1,039,500"

PIAA,"May 12, 2022",3.60,3.60,3.42,3.46,"274,500"

PIAA,"May 13, 2022",3.50,3.59,3.42,3.46,"1,095,500"

PIAA,"May 16, 2022",3.36,3.43,3.31,3.40,"283,000"

PIAA,"May 17, 2022",3.45,3.50,3.40,3.47,"255,500"

PIAA,"May 18, 2022",3.47,3.54,3.43,3.47,"553,500"

PIAA,"May 19, 2022",3.57,3.58,3.49,3.52,"139,500"

