tic,date,open,high,low,close,volume

AGIC,"Apr 13, 2022",19.61,19.61,19.60,19.60,"2,500"

AGIC,"Apr 14, 2022",19.55,19.55,19.45,19.50,"13,500"

AGIC,"Apr 15, 2022",19.99,20.00,19.99,20.00,"5,000"

AGIC,"Apr 18, 2022",20.75,21.50,20.00,21.42,"54,500"

AGIC,"Apr 19, 2022",22.00,22.00,21.00,21.82,"21,500"

AGIC,"Apr 20, 2022",22.40,22.90,21.69,21.69,"15,000"

AGIC,"Apr 22, 2022",21.98,22.50,21.98,22.50,"7,000"

AGIC,"Apr 25, 2022",21.37,21.99,21.00,21.29,"10,000"

AGIC,"Apr 26, 2022",21.50,21.87,21.50,21.69,"7,000"

AGIC,"Apr 27, 2022",22.48,22.50,21.51,21.51,"5,500"

AGIC,"Apr 28, 2022",21.00,23.12,20.11,20.81,"179,000"

AGIC,"May 6, 2022",21.79,22.30,20.00,20.00,"41,000"

AGIC,"May 9, 2022",20.00,20.10,19.89,20.00,"17,500"

AGIC,"May 10, 2022",20.00,20.09,19.76,19.90,"41,000"

AGIC,"May 11, 2022",20.10,20.10,19.40,19.45,"33,500"

AGIC,"May 12, 2022",19.70,20.41,19.50,20.09,"96,500"

AGIC,"May 13, 2022",20.35,21.59,20.22,20.37,"90,500"

AGIC,"May 16, 2022",20.30,20.30,19.60,19.89,"92,000"

AGIC,"May 17, 2022",20.50,21.38,19.80,20.83,"157,500"

AGIC,"May 18, 2022",20.81,21.84,20.75,20.88,"62,000"

AGIC,"May 19, 2022",21.00,21.18,20.61,20.79,"106,500"

AGIC,"May 20, 2022",17.65,18.40,17.65,17.99,"48,500"

