tic,date,open,high,low,close,volume

DCL,"Feb 23, 2022",7.07,7.09,6.81,6.99,"296,500"

DCL,"Feb 24, 2022",6.85,6.99,6.40,6.52,"368,500"

DCL,"Feb 25, 2022",6.84,6.85,6.53,6.73,"321,500"

DCL,"Feb 28, 2022",6.75,7.00,6.67,6.95,"212,000"

DCL,"Mar 1, 2022",7.04,7.10,6.78,6.84,"1,095,000"

DCL,"Mar 2, 2022",6.70,6.89,6.61,6.83,"196,000"

DCL,"Mar 3, 2022",6.88,7.09,6.79,6.91,"370,500"

DCL,"Mar 4, 2022",7.00,7.04,6.82,6.85,"198,500"

DCL,"Mar 7, 2022",6.72,6.82,6.40,6.50,"500,000"

DCL,"Mar 8, 2022",6.50,6.69,6.30,6.44,"82,500"

DCL,"Mar 9, 2022",6.64,6.64,6.30,6.50,"268,000"

DCL,"Mar 10, 2022",6.64,6.79,6.45,6.67,"581,000"

DCL,"Mar 11, 2022",6.65,6.76,6.46,6.53,"509,500"

DCL,"Mar 14, 2022",6.58,6.58,6.25,6.33,"239,500"

DCL,"Mar 15, 2022",6.31,6.48,6.30,6.42,"53,500"

DCL,"Mar 16, 2022",6.50,6.69,6.45,6.46,"1,314,000"

DCL,"Mar 17, 2022",6.60,6.60,6.37,6.40,"1,101,000"

DCL,"Mar 18, 2022",6.31,6.49,6.25,6.35,"229,000"

DCL,"Mar 21, 2022",6.50,6.50,6.22,6.28,"144,000"

DCL,"Mar 22, 2022",6.27,6.43,6.26,6.30,"82,500"

DCL,"Mar 24, 2022",6.23,6.35,6.23,6.34,"58,500"

DCL,"Mar 25, 2022",6.27,6.39,6.25,6.29,"137,000"

DCL,"Mar 28, 2022",6.26,6.54,6.26,6.49,"120,500"

DCL,"Mar 29, 2022",6.54,6.65,6.50,6.56,"365,500"

DCL,"Mar 30, 2022",6.41,6.70,6.40,6.50,"257,500"

DCL,"Mar 31, 2022",6.67,6.74,6.60,6.68,"315,500"

DCL,"Apr 1, 2022",6.60,6.73,6.60,6.64,"135,500"

DCL,"Apr 4, 2022",6.28,6.65,6.27,6.55,"103,500"

DCL,"Apr 5, 2022",6.50,6.64,6.45,6.50,"50,000"

DCL,"Apr 6, 2022",6.41,6.58,6.41,6.53,"122,000"

DCL,"Apr 7, 2022",6.51,6.57,6.42,6.53,"150,500"

DCL,"Apr 8, 2022",6.43,6.70,6.43,6.62,"78,500"

DCL,"Apr 11, 2022",6.85,7.25,6.84,7.18,"2,421,500"

DCL,"Apr 12, 2022",7.29,7.55,7.02,7.41,"3,000,500"

DCL,"Apr 13, 2022",7.41,7.41,7.02,7.16,"1,824,000"

DCL,"Apr 14, 2022",7.16,7.40,7.15,7.29,"406,000"

DCL,"Apr 15, 2022",7.29,7.50,7.18,7.41,"1,259,000"

DCL,"Apr 18, 2022",7.41,7.54,7.25,7.43,"673,500"

DCL,"Apr 19, 2022",7.45,7.50,7.15,7.43,"354,500"

DCL,"Apr 20, 2022",7.35,7.35,7.10,7.16,"956,500"

DCL,"Apr 21, 2022",7.12,7.35,7.12,7.26,"699,000"

DCL,"Apr 22, 2022",7.26,7.30,7.16,7.26,"131,000"

DCL,"Apr 25, 2022",7.39,7.60,7.14,7.21,"3,626,500"

DCL,"Apr 26, 2022",7.38,7.38,6.97,7.01,"289,500"

DCL,"Apr 27, 2022",6.91,6.98,6.56,6.64,"528,000"

DCL,"Apr 28, 2022",6.52,6.52,6.15,6.27,"3,683,500"

DCL,"May 6, 2022",6.25,6.30,6.10,6.12,"174,000"

DCL,"May 9, 2022",6.12,6.12,5.52,5.74,"615,000"

DCL,"May 10, 2022",5.89,6.15,5.70,5.95,"755,500"

DCL,"May 11, 2022",5.99,6.90,5.47,5.54,"3,341,000"

DCL,"May 12, 2022",5.74,5.78,5.44,5.71,"618,500"

DCL,"May 13, 2022",5.65,5.73,5.55,5.64,"1,008,500"

DCL,"May 16, 2022",5.35,5.62,5.30,5.50,"536,000"

DCL,"May 17, 2022",5.57,5.62,5.36,5.40,"592,500"

DCL,"May 18, 2022",5.30,5.74,5.30,5.62,"657,500"

DCL,"May 19, 2022",5.51,5.77,5.29,5.69,"1,142,500"

DCL,"May 20, 2022",5.73,5.75,5.57,5.71,"723,500"

