tic,date,open,high,low,close,volume

APL,"Apr 7, 2022",295.00,295.00,291.00,293.50,"16,900"

APL,"Apr 8, 2022",292.00,294.99,290.00,294.81,"23,500"

APL,"Apr 11, 2022",299.99,307.00,298.00,305.62,"49,500"

APL,"Apr 12, 2022",306.00,306.00,298.55,299.55,"44,400"

APL,"Apr 13, 2022",298.08,302.00,298.08,301.37,"44,700"

APL,"Apr 14, 2022",302.50,302.50,296.13,302.00,"7,600"

APL,"Apr 15, 2022",305.50,307.50,301.00,301.84,"60,900"

APL,"Apr 18, 2022",305.00,310.00,303.26,308.12,"60,600"

APL,"Apr 19, 2022",310.05,331.22,310.05,331.22,"282,400"

APL,"Apr 20, 2022",338.00,345.10,330.00,331.72,"132,600"

APL,"Apr 21, 2022",334.00,340.00,322.00,326.06,"209,900"

APL,"Apr 22, 2022",329.99,329.99,324.00,324.94,"21,000"

APL,"Apr 25, 2022",328.99,330.00,320.00,324.57,"103,200"

APL,"Apr 26, 2022",325.00,326.40,323.14,323.78,"11,500"

APL,"Apr 27, 2022",324.00,324.01,314.71,315.42,"59,400"

APL,"Apr 28, 2022",316.97,317.00,312.00,314.43,"25,100"

APL,"May 6, 2022",314.50,318.25,314.50,317.01,"37,400"

APL,"May 9, 2022",317.00,317.00,305.00,309.30,"59,100"

APL,"May 10, 2022",314.00,314.00,309.00,310.52,"32,200"

APL,"May 11, 2022",308.70,310.80,304.00,305.99,"15,400"

APL,"May 12, 2022",305.00,308.99,304.00,306.04,"78,900"

APL,"May 13, 2022",308.99,310.00,306.75,307.42,"105,700"

APL,"May 16, 2022",308.00,308.00,303.00,306.33,"63,000"

APL,"May 17, 2022",308.50,310.00,305.00,305.81,"11,100"

APL,"May 18, 2022",305.00,311.00,305.00,308.01,"8,900"

APL,"May 19, 2022",309.50,311.50,308.00,309.25,"14,900"

APL,"May 20, 2022",309.99,311.90,308.00,310.54,"6,500"

