tic,date,open,high,low,close,volume

HCAR,"Feb 23, 2022",211.88,214.00,210.00,213.52,"66,599"

HCAR,"Feb 24, 2022",206.19,216.80,205.30,210.33,"151,542"

HCAR,"Feb 25, 2022",207.55,212.50,207.55,210.78,"106,193"

HCAR,"Feb 28, 2022",211.25,214.50,207.21,212.60,"224,308"

HCAR,"Mar 1, 2022",214.50,220.44,212.98,218.65,"350,060"

HCAR,"Mar 2, 2022",216.00,216.00,211.06,211.78,"237,639"

HCAR,"Mar 3, 2022",212.00,213.75,209.50,210.70,"137,820"

HCAR,"Mar 4, 2022",210.97,212.20,208.00,209.68,"37,684"

HCAR,"Mar 7, 2022",208.00,208.00,193.96,196.02,"373,871"

HCAR,"Mar 8, 2022",195.00,197.45,191.00,193.59,"163,254"

HCAR,"Mar 9, 2022",193.55,196.00,193.00,194.42,"47,939"

HCAR,"Mar 10, 2022",197.80,201.19,197.00,197.89,"65,054"

HCAR,"Mar 11, 2022",198.10,198.10,193.01,195.08,"70,201"

HCAR,"Mar 14, 2022",193.01,193.01,187.01,188.07,"81,121"

HCAR,"Mar 15, 2022",188.99,190.90,188.00,190.16,"40,566"

HCAR,"Mar 16, 2022",193.19,196.19,192.00,195.27,"211,689"

HCAR,"Mar 17, 2022",199.00,199.00,193.90,194.08,"46,112"

HCAR,"Mar 18, 2022",192.19,208.63,185.02,195.49,"216,836"

HCAR,"Mar 21, 2022",195.00,198.99,190.20,192.66,"99,339"

HCAR,"Mar 22, 2022",194.99,195.00,191.60,192.61,"40,147"

HCAR,"Mar 24, 2022",192.99,192.99,189.00,191.22,"50,500"

HCAR,"Mar 25, 2022",191.99,191.99,189.52,190.28,"32,280"

HCAR,"Mar 28, 2022",190.94,204.55,187.35,202.26,"314,509"

HCAR,"Mar 29, 2022",202.26,215.90,202.26,209.87,"257,239"

HCAR,"Mar 30, 2022",208.90,208.90,201.00,204.81,"325,157"

HCAR,"Mar 31, 2022",202.60,209.99,202.60,207.23,"230,984"

HCAR,"Apr 1, 2022",204.90,209.50,203.20,206.70,"184,300"

HCAR,"Apr 4, 2022",200.80,201.95,191.20,191.20,"214,637"

HCAR,"Apr 5, 2022",191.20,194.80,189.99,190.77,"110,583"

HCAR,"Apr 6, 2022",193.00,194.25,191.00,191.95,"90,505"

HCAR,"Apr 7, 2022",193.55,193.55,188.00,188.63,"155,579"

HCAR,"Apr 8, 2022",185.00,191.40,185.00,190.08,"89,515"

HCAR,"Apr 11, 2022",196.50,204.00,196.50,203.47,"280,165"

HCAR,"Apr 12, 2022",206.00,206.00,201.00,204.00,"219,628"

HCAR,"Apr 13, 2022",206.00,206.57,202.00,202.56,"222,093"

HCAR,"Apr 14, 2022",202.57,205.59,201.10,204.21,"175,207"

HCAR,"Apr 15, 2022",205.50,213.50,204.30,208.22,"412,171"

HCAR,"Apr 18, 2022",209.00,212.00,203.55,204.53,"136,405"

HCAR,"Apr 19, 2022",205.00,206.80,199.50,201.01,"59,261"

HCAR,"Apr 20, 2022",203.80,203.80,198.04,199.04,"46,833"

HCAR,"Apr 21, 2022",198.00,199.00,197.00,197.51,"18,136"

HCAR,"Apr 22, 2022",200.00,200.00,196.00,198.70,"26,882"

HCAR,"Apr 25, 2022",200.50,205.40,197.00,200.21,"131,752"

HCAR,"Apr 26, 2022",200.90,200.90,192.00,194.09,"78,093"

HCAR,"Apr 27, 2022",196.00,196.00,191.14,191.80,"49,624"

HCAR,"Apr 28, 2022",194.50,195.70,185.99,192.99,"155,562"

HCAR,"May 6, 2022",192.99,193.99,189.51,189.84,"39,519"

HCAR,"May 9, 2022",187.20,192.75,175.61,175.61,"235,856"

HCAR,"May 10, 2022",179.90,179.90,172.28,175.87,"139,198"

HCAR,"May 11, 2022",177.90,187.87,162.68,174.94,"362,684"

HCAR,"May 12, 2022",174.89,177.88,166.56,173.01,"170,918"

HCAR,"May 13, 2022",170.00,178.48,166.00,173.57,"146,064"

HCAR,"May 16, 2022",173.00,174.99,166.63,171.51,"137,255"

HCAR,"May 17, 2022",170.08,173.00,168.51,170.98,"53,128"

HCAR,"May 18, 2022",169.50,175.09,168.05,173.92,"166,063"

HCAR,"May 19, 2022",173.00,178.00,170.80,174.74,"125,843"

HCAR,"May 20, 2022",175.00,180.50,175.00,177.32,"226,324"

