IBLHL,"Apr 21, 2022",54.30,55.40,54.30,55.40,"3,500"
IBLHL,"Apr 22, 2022",55.40,55.50,55.30,55.40,"5,500"
IBLHL,"Apr 25, 2022",55.40,55.40,53.80,54.00,"3,500"
IBLHL,"Apr 26, 2022",54.01,54.01,53.50,53.70,"7,500"
IBLHL,"Apr 27, 2022",55.85,56.00,54.00,54.00,"9,000"
IBLHL,"Apr 28, 2022",54.00,54.00,52.00,52.58,"18,000"
IBLHL,"May 6, 2022",52.60,52.74,50.12,52.61,"4,000"
IBLHL,"May 9, 2022",53.00,53.00,48.71,48.71,"7,000"
IBLHL,"May 10, 2022",49.00,49.00,48.80,49.00,"4,500"
IBLHL,"May 11, 2022",47.50,48.20,46.80,47.95,"8,500"
IBLHL,"May 12, 2022",46.50,47.85,46.00,47.25,"23,500"
IBLHL,"May 13, 2022",46.82,47.20,46.00,47.20,"9,500"
IBLHL,"May 16, 2022",46.02,46.02,44.70,45.03,"12,000"
IBLHL,"May 17, 2022",45.07,45.07,44.38,44.45,"16,500"
IBLHL,"May 18, 2022",45.00,46.00,44.00,44.37,"66,000"
IBLHL,"May 19, 2022",44.00,44.25,43.49,43.49,"9,000"
